twitter 10
yahoo   8
gob 7
infobae 4
noticierovenevision 4
rpp 2
publimetro  2
visibli 2
informe25   2
nicanoticias    2
el-nacional 1
infolatam   1
univision   1
terra   1
google  1
perunewspress   1
elnuevoempresario   1
americatv   1
rt  1
economia24hr    1
abc 1
be1radio    1
q   1
soloestilo  1
lasprovincias   1
quepasasalta    1
lamula  1
